Image_name,Train
Patient00952_Plane3_1_of_2_augmented_1,1
Patient00952_Plane3_1_of_2_augmented_2,1
Patient00952_Plane3_1_of_2_augmented_3,1
Patient00952_Plane3_1_of_2_augmented_4,1
Patient00952_Plane3_1_of_2_augmented_5,1
Patient00953_Plane3_3_of_3_augmented_0,1
Patient00953_Plane3_3_of_3_augmented_1,1
Patient00953_Plane3_3_of_3_augmented_2,1
Patient00953_Plane3_3_of_3_augmented_3,1
Patient00953_Plane3_3_of_3_augmented_4,1
Patient00953_Plane3_3_of_3_augmented_5,1
Patient00956_Plane3_2_of_3_augmented_0,1
Patient00956_Plane3_2_of_3_augmented_1,1
Patient00956_Plane3_2_of_3_augmented_2,1
Patient00956_Plane3_2_of_3_augmented_3,1
Patient00956_Plane3_2_of_3_augmented_4,1
Patient00956_Plane3_2_of_3_augmented_5,1
Patient00956_Plane3_3_of_3_augmented_0,1
Patient00956_Plane3_3_of_3_augmented_1,1
Patient00956_Plane3_3_of_3_augmented_2,1
Patient00956_Plane3_3_of_3_augmented_3,1
Patient00956_Plane3_3_of_3_augmented_4,1
Patient00956_Plane3_3_of_3_augmented_5,1
Patient00961_Plane3_2_of_4_augmented_0,1
Patient00961_Plane3_2_of_4_augmented_1,1
Patient00961_Plane3_2_of_4_augmented_2,1
Patient00961_Plane3_2_of_4_augmented_3,1
Patient00961_Plane3_2_of_4_augmented_4,1
Patient00961_Plane3_2_of_4_augmented_5,1
Patient00962_Plane3_1_of_5_augmented_0,1
Patient00962_Plane3_1_of_5_augmented_1,1
Patient00962_Plane3_1_of_5_augmented_2,1
Patient00962_Plane3_1_of_5_augmented_3,1
Patient00962_Plane3_1_of_5_augmented_4,1
Patient00962_Plane3_1_of_5_augmented_5,1
Patient00962_Plane3_3_of_5_augmented_0,1
Patient00962_Plane3_3_of_5_augmented_1,1
Patient00962_Plane3_3_of_5_augmented_2,1
Patient00962_Plane3_3_of_5_augmented_3,1
Patient00962_Plane3_3_of_5_augmented_4,1
Patient00962_Plane3_3_of_5_augmented_5,1
Patient00971_Plane3_1_of_2_augmented_0,1
Patient00971_Plane3_1_of_2_augmented_1,1
Patient00971_Plane3_1_of_2_augmented_2,1
Patient00971_Plane3_1_of_2_augmented_3,1
Patient00971_Plane3_1_of_2_augmented_4,1
Patient00971_Plane3_1_of_2_augmented_5,1
Patient00978_Plane3_2_of_3_augmented_0,1
Patient00978_Plane3_2_of_3_augmented_1,1
Patient00978_Plane3_2_of_3_augmented_2,1
Patient00978_Plane3_2_of_3_augmented_3,1
Patient00978_Plane3_2_of_3_augmented_4,1
Patient00978_Plane3_2_of_3_augmented_5,1
Patient00978_Plane3_3_of_3_augmented_0,1
Patient00978_Plane3_3_of_3_augmented_1,1
Patient00978_Plane3_3_of_3_augmented_2,1
Patient00978_Plane3_3_of_3_augmented_3,1
Patient00978_Plane3_3_of_3_augmented_4,1
Patient00978_Plane3_3_of_3_augmented_5,1
Patient00981_Plane3_2_of_3_augmented_0,1
Patient00981_Plane3_2_of_3_augmented_1,1
Patient00981_Plane3_2_of_3_augmented_2,1
Patient00981_Plane3_2_of_3_augmented_3,1
Patient00981_Plane3_2_of_3_augmented_4,1
Patient00981_Plane3_2_of_3_augmented_5,1
Patient00994_Plane3_3_of_4_augmented_0,1
Patient00994_Plane3_3_of_4_augmented_1,1
Patient00994_Plane3_3_of_4_augmented_2,1
Patient00994_Plane3_3_of_4_augmented_3,1
Patient00994_Plane3_3_of_4_augmented_4,1
Patient00994_Plane3_3_of_4_augmented_5,1
Patient00995_Plane3_2_of_3_augmented_0,1
Patient00995_Plane3_2_of_3_augmented_1,1
Patient00995_Plane3_2_of_3_augmented_2,1
Patient00995_Plane3_2_of_3_augmented_3,1
Patient00995_Plane3_2_of_3_augmented_4,1
Patient00995_Plane3_2_of_3_augmented_5,1
Patient01001_Plane3_4_of_4_augmented_0,1
Patient01001_Plane3_4_of_4_augmented_1,1
Patient01001_Plane3_4_of_4_augmented_2,1
Patient01001_Plane3_4_of_4_augmented_3,1
Patient01001_Plane3_4_of_4_augmented_4,1
Patient01001_Plane3_4_of_4_augmented_5,1
Patient01004_Plane3_1_of_3_augmented_0,1
Patient01004_Plane3_1_of_3_augmented_1,1
Patient01004_Plane3_1_of_3_augmented_2,1
Patient01004_Plane3_1_of_3_augmented_3,1
Patient01004_Plane3_1_of_3_augmented_4,1
Patient01004_Plane3_1_of_3_augmented_5,1
Patient01011_Plane3_2_of_2_augmented_0,1
Patient01011_Plane3_2_of_2_augmented_1,1
Patient01011_Plane3_2_of_2_augmented_2,1
Patient01011_Plane3_2_of_2_augmented_3,1
Patient01011_Plane3_2_of_2_augmented_4,1
Patient01011_Plane3_2_of_2_augmented_5,1
Patient01013_Plane3_1_of_4_augmented_0,1
Patient01013_Plane3_1_of_4_augmented_1,1
Patient01013_Plane3_1_of_4_augmented_2,1
Patient01013_Plane3_1_of_4_augmented_3,1
Patient01013_Plane3_1_of_4_augmented_4,1
Patient01013_Plane3_1_of_4_augmented_5,1
Patient01016_Plane3_1_of_4_augmented_0,1
Patient01016_Plane3_1_of_4_augmented_1,1
Patient01016_Plane3_1_of_4_augmented_2,1
Patient01016_Plane3_1_of_4_augmented_3,1
Patient01016_Plane3_1_of_4_augmented_4,1
Patient01016_Plane3_1_of_4_augmented_5,1
Patient01016_Plane3_3_of_4_augmented_0,1
Patient01016_Plane3_3_of_4_augmented_1,1
Patient01016_Plane3_3_of_4_augmented_2,1
Patient01016_Plane3_3_of_4_augmented_3,1
Patient01016_Plane3_3_of_4_augmented_4,1
Patient01016_Plane3_3_of_4_augmented_5,1
Patient01017_Plane3_5_of_5_augmented_0,1
Patient01017_Plane3_5_of_5_augmented_1,1
Patient01017_Plane3_5_of_5_augmented_2,1
Patient01017_Plane3_5_of_5_augmented_3,1
Patient01017_Plane3_5_of_5_augmented_4,1
Patient01017_Plane3_5_of_5_augmented_5,1
Patient01021_Plane3_1_of_2_augmented_0,1
Patient01021_Plane3_1_of_2_augmented_1,1
Patient01021_Plane3_1_of_2_augmented_2,1
Patient01021_Plane3_1_of_2_augmented_3,1
Patient01021_Plane3_1_of_2_augmented_4,1
Patient01021_Plane3_1_of_2_augmented_5,1
Patient01022_Plane3_2_of_5_augmented_0,1
Patient01022_Plane3_2_of_5_augmented_1,1
Patient01022_Plane3_2_of_5_augmented_2,1
Patient01022_Plane3_2_of_5_augmented_3,1
Patient01022_Plane3_2_of_5_augmented_4,1
Patient01022_Plane3_2_of_5_augmented_5,1
Patient01023_Plane3_3_of_4_augmented_0,1
Patient01023_Plane3_3_of_4_augmented_1,1
Patient01023_Plane3_3_of_4_augmented_2,1
Patient01023_Plane3_3_of_4_augmented_3,1
Patient01023_Plane3_3_of_4_augmented_4,1
Patient01023_Plane3_3_of_4_augmented_5,1
Patient01023_Plane3_4_of_4_augmented_0,1
Patient01023_Plane3_4_of_4_augmented_1,1
Patient01023_Plane3_4_of_4_augmented_2,1
Patient01023_Plane3_4_of_4_augmented_3,1
Patient01023_Plane3_4_of_4_augmented_4,1
Patient01023_Plane3_4_of_4_augmented_5,1
Patient01025_Plane3_2_of_3_augmented_0,1
Patient01025_Plane3_2_of_3_augmented_1,1
Patient01025_Plane3_2_of_3_augmented_2,1
Patient01025_Plane3_2_of_3_augmented_3,1
Patient01025_Plane3_2_of_3_augmented_4,1
Patient01025_Plane3_2_of_3_augmented_5,1
Patient01026_Plane3_2_of_6_augmented_0,1
Patient01026_Plane3_2_of_6_augmented_1,1
Patient01026_Plane3_2_of_6_augmented_2,1
Patient01026_Plane3_2_of_6_augmented_3,1
Patient01026_Plane3_2_of_6_augmented_4,1
Patient01026_Plane3_2_of_6_augmented_5,1
Patient01031_Plane3_1_of_3_augmented_0,1
Patient01031_Plane3_1_of_3_augmented_1,1
Patient01031_Plane3_1_of_3_augmented_2,1
Patient01031_Plane3_1_of_3_augmented_3,1
Patient01031_Plane3_1_of_3_augmented_4,1
Patient01031_Plane3_1_of_3_augmented_5,1
Patient01042_Plane3_1_of_3_augmented_0,1
Patient01042_Plane3_1_of_3_augmented_1,1
Patient01042_Plane3_1_of_3_augmented_2,1
Patient01042_Plane3_1_of_3_augmented_3,1
Patient01042_Plane3_1_of_3_augmented_4,1
Patient01042_Plane3_1_of_3_augmented_5,1
Patient01042_Plane3_3_of_3_augmented_0,1
Patient01042_Plane3_3_of_3_augmented_1,1
Patient01042_Plane3_3_of_3_augmented_2,1
Patient01042_Plane3_3_of_3_augmented_3,1
Patient01042_Plane3_3_of_3_augmented_4,1
Patient01042_Plane3_3_of_3_augmented_5,1
Patient01043_Plane3_2_of_4_augmented_0,1
Patient01043_Plane3_2_of_4_augmented_1,1
Patient01043_Plane3_2_of_4_augmented_2,1
Patient01043_Plane3_2_of_4_augmented_3,1
Patient01043_Plane3_2_of_4_augmented_4,1
Patient01043_Plane3_2_of_4_augmented_5,1
Patient01043_Plane3_4_of_4_augmented_0,1
Patient01043_Plane3_4_of_4_augmented_1,1
Patient01043_Plane3_4_of_4_augmented_2,1
Patient01043_Plane3_4_of_4_augmented_3,1
Patient01043_Plane3_4_of_4_augmented_4,1
Patient01043_Plane3_4_of_4_augmented_5,1
Patient01044_Plane3_2_of_5_augmented_0,1
Patient01044_Plane3_2_of_5_augmented_1,1
Patient01044_Plane3_2_of_5_augmented_2,1
Patient01044_Plane3_2_of_5_augmented_3,1
Patient01044_Plane3_2_of_5_augmented_4,1
Patient01044_Plane3_2_of_5_augmented_5,1
Patient01045_Plane3_1_of_5_augmented_0,1
Patient01045_Plane3_1_of_5_augmented_1,1
Patient01045_Plane3_1_of_5_augmented_2,1
Patient01045_Plane3_1_of_5_augmented_3,1
Patient01045_Plane3_1_of_5_augmented_4,1
Patient01045_Plane3_1_of_5_augmented_5,1
Patient01045_Plane3_2_of_5_augmented_0,1
Patient01045_Plane3_2_of_5_augmented_1,1
Patient01045_Plane3_2_of_5_augmented_2,1
Patient01045_Plane3_2_of_5_augmented_3,1
Patient01045_Plane3_2_of_5_augmented_4,1
Patient01045_Plane3_2_of_5_augmented_5,1
Patient01045_Plane3_3_of_5_augmented_0,1
Patient01045_Plane3_3_of_5_augmented_1,1
Patient01045_Plane3_3_of_5_augmented_2,1
Patient01045_Plane3_3_of_5_augmented_3,1
Patient01045_Plane3_3_of_5_augmented_4,1
Patient01045_Plane3_3_of_5_augmented_5,1
Patient01046_Plane3_2_of_3_augmented_0,1
Patient01046_Plane3_2_of_3_augmented_1,1
Patient01046_Plane3_2_of_3_augmented_2,1
Patient01046_Plane3_2_of_3_augmented_3,1
Patient01046_Plane3_2_of_3_augmented_4,1
Patient01046_Plane3_2_of_3_augmented_5,1
Patient01047_Plane3_3_of_3_augmented_0,1
Patient01047_Plane3_3_of_3_augmented_1,1
Patient01047_Plane3_3_of_3_augmented_2,1
Patient01047_Plane3_3_of_3_augmented_3,1
Patient01047_Plane3_3_of_3_augmented_4,1
Patient01047_Plane3_3_of_3_augmented_5,1
Patient01050_Plane3_1_of_2_augmented_0,1
Patient01050_Plane3_1_of_2_augmented_1,1
Patient01050_Plane3_1_of_2_augmented_2,1
Patient01050_Plane3_1_of_2_augmented_3,1
Patient01050_Plane3_1_of_2_augmented_4,1
Patient01050_Plane3_1_of_2_augmented_5,1
Patient01051_Plane3_1_of_4_augmented_0,1
Patient01051_Plane3_1_of_4_augmented_1,1
Patient01051_Plane3_1_of_4_augmented_2,1
Patient01051_Plane3_1_of_4_augmented_3,1
Patient01051_Plane3_1_of_4_augmented_4,1
Patient01051_Plane3_1_of_4_augmented_5,1
Patient01053_Plane3_1_of_2_augmented_0,1
Patient01053_Plane3_1_of_2_augmented_1,1
Patient01053_Plane3_1_of_2_augmented_2,1
Patient01053_Plane3_1_of_2_augmented_3,1
Patient01053_Plane3_1_of_2_augmented_4,1
Patient01053_Plane3_1_of_2_augmented_5,1
Patient01060_Plane3_1_of_4_augmented_0,1
Patient01060_Plane3_1_of_4_augmented_1,1
Patient01060_Plane3_1_of_4_augmented_2,1
Patient01060_Plane3_1_of_4_augmented_3,1
Patient01060_Plane3_1_of_4_augmented_4,1
Patient01060_Plane3_1_of_4_augmented_5,1
Patient01060_Plane3_3_of_4_augmented_0,1
Patient01060_Plane3_3_of_4_augmented_1,1
Patient01060_Plane3_3_of_4_augmented_2,1
Patient01060_Plane3_3_of_4_augmented_3,1
Patient01060_Plane3_3_of_4_augmented_4,1
Patient01060_Plane3_3_of_4_augmented_5,1
Patient01063_Plane3_3_of_4_augmented_0,1
Patient01063_Plane3_3_of_4_augmented_1,1
Patient01063_Plane3_3_of_4_augmented_2,1
Patient01063_Plane3_3_of_4_augmented_3,1
Patient01063_Plane3_3_of_4_augmented_4,1
Patient01063_Plane3_3_of_4_augmented_5,1
Patient01064_Plane3_1_of_2_augmented_0,1
Patient01064_Plane3_1_of_2_augmented_1,1
Patient01064_Plane3_1_of_2_augmented_2,1
Patient01064_Plane3_1_of_2_augmented_3,1
Patient01064_Plane3_1_of_2_augmented_4,1
Patient01064_Plane3_1_of_2_augmented_5,1
Patient01068_Plane3_1_of_5_augmented_0,1
Patient01068_Plane3_1_of_5_augmented_1,1
Patient01068_Plane3_1_of_5_augmented_2,1
Patient01068_Plane3_1_of_5_augmented_3,1
Patient01068_Plane3_1_of_5_augmented_4,1
Patient01068_Plane3_1_of_5_augmented_5,1
Patient01070_Plane3_1_of_6_augmented_0,1
Patient01070_Plane3_1_of_6_augmented_1,1
Patient01070_Plane3_1_of_6_augmented_2,1
Patient01070_Plane3_1_of_6_augmented_3,1
Patient01070_Plane3_1_of_6_augmented_4,1
Patient01070_Plane3_1_of_6_augmented_5,1
Patient01070_Plane3_6_of_6_augmented_0,1
Patient01070_Plane3_6_of_6_augmented_1,1
Patient01070_Plane3_6_of_6_augmented_2,1
Patient01070_Plane3_6_of_6_augmented_3,1
Patient01070_Plane3_6_of_6_augmented_4,1
Patient01070_Plane3_6_of_6_augmented_5,1
Patient01071_Plane3_4_of_4_augmented_0,1
Patient01071_Plane3_4_of_4_augmented_1,1
Patient01071_Plane3_4_of_4_augmented_2,1
Patient01071_Plane3_4_of_4_augmented_3,1
Patient01071_Plane3_4_of_4_augmented_4,1
Patient01071_Plane3_4_of_4_augmented_5,1
Patient01076_Plane3_1_of_2_augmented_0,1
Patient01076_Plane3_1_of_2_augmented_1,1
Patient01076_Plane3_1_of_2_augmented_2,1
Patient01076_Plane3_1_of_2_augmented_3,1
Patient01076_Plane3_1_of_2_augmented_4,1
Patient01076_Plane3_1_of_2_augmented_5,1
Patient01079_Plane3_2_of_3_augmented_0,1
Patient01079_Plane3_2_of_3_augmented_1,1
Patient01079_Plane3_2_of_3_augmented_2,1
Patient01079_Plane3_2_of_3_augmented_3,1
Patient01079_Plane3_2_of_3_augmented_4,1
Patient01079_Plane3_2_of_3_augmented_5,1
Patient01080_Plane3_3_of_3_augmented_0,1
Patient01080_Plane3_3_of_3_augmented_1,1
Patient01080_Plane3_3_of_3_augmented_2,1
Patient01080_Plane3_3_of_3_augmented_3,1
Patient01080_Plane3_3_of_3_augmented_4,1
Patient01080_Plane3_3_of_3_augmented_5,1
Patient01084_Plane3_2_of_2_augmented_0,1
Patient01084_Plane3_2_of_2_augmented_1,1
Patient01084_Plane3_2_of_2_augmented_2,1
Patient01084_Plane3_2_of_2_augmented_3,1
Patient01084_Plane3_2_of_2_augmented_4,1
Patient01084_Plane3_2_of_2_augmented_5,1
Patient01094_Plane3_2_of_2_augmented_0,1
Patient01094_Plane3_2_of_2_augmented_1,1
Patient01094_Plane3_2_of_2_augmented_2,1
Patient01094_Plane3_2_of_2_augmented_3,1
Patient01094_Plane3_2_of_2_augmented_4,1
Patient01094_Plane3_2_of_2_augmented_5,1
Patient01098_Plane3_1_of_7_augmented_0,1
Patient01098_Plane3_1_of_7_augmented_1,1
Patient01098_Plane3_1_of_7_augmented_2,1
Patient01098_Plane3_1_of_7_augmented_3,1
Patient01098_Plane3_1_of_7_augmented_4,1
Patient01098_Plane3_1_of_7_augmented_5,1
Patient01098_Plane3_2_of_7_augmented_0,1
Patient01098_Plane3_2_of_7_augmented_1,1
Patient01098_Plane3_2_of_7_augmented_2,1
Patient01098_Plane3_2_of_7_augmented_3,1
Patient01098_Plane3_2_of_7_augmented_4,1
Patient01098_Plane3_2_of_7_augmented_5,1
Patient01098_Plane3_6_of_7_augmented_0,1
Patient01098_Plane3_6_of_7_augmented_1,1
Patient01098_Plane3_6_of_7_augmented_2,1
Patient01098_Plane3_6_of_7_augmented_3,1
Patient01098_Plane3_6_of_7_augmented_4,1
Patient01098_Plane3_6_of_7_augmented_5,1
Patient01098_Plane3_7_of_7_augmented_0,1
Patient01098_Plane3_7_of_7_augmented_1,1
Patient01098_Plane3_7_of_7_augmented_2,1
Patient01098_Plane3_7_of_7_augmented_3,1
Patient01098_Plane3_7_of_7_augmented_4,1
Patient01098_Plane3_7_of_7_augmented_5,1
Patient01101_Plane3_2_of_3_augmented_0,1
Patient01101_Plane3_2_of_3_augmented_1,1
Patient01101_Plane3_2_of_3_augmented_2,1
Patient01101_Plane3_2_of_3_augmented_3,1
Patient01101_Plane3_2_of_3_augmented_4,1
Patient01101_Plane3_2_of_3_augmented_5,1
Patient01105_Plane3_3_of_5_augmented_0,1
Patient01105_Plane3_3_of_5_augmented_1,1
Patient01105_Plane3_3_of_5_augmented_2,1
Patient01105_Plane3_3_of_5_augmented_3,1
Patient01105_Plane3_3_of_5_augmented_4,1
Patient01105_Plane3_3_of_5_augmented_5,1
Patient01107_Plane3_3_of_3_augmented_0,1
Patient01107_Plane3_3_of_3_augmented_1,1
Patient01107_Plane3_3_of_3_augmented_2,1
Patient01107_Plane3_3_of_3_augmented_3,1
Patient01107_Plane3_3_of_3_augmented_4,1
Patient01107_Plane3_3_of_3_augmented_5,1
Patient01110_Plane3_3_of_4_augmented_0,1
Patient01110_Plane3_3_of_4_augmented_1,1
Patient01110_Plane3_3_of_4_augmented_2,1
Patient01110_Plane3_3_of_4_augmented_3,1
Patient01110_Plane3_3_of_4_augmented_4,1
Patient01110_Plane3_3_of_4_augmented_5,1
Patient01110_Plane3_4_of_4_augmented_0,1
Patient01110_Plane3_4_of_4_augmented_1,1
Patient01110_Plane3_4_of_4_augmented_2,1
Patient01110_Plane3_4_of_4_augmented_3,1
Patient01110_Plane3_4_of_4_augmented_4,1
Patient01110_Plane3_4_of_4_augmented_5,1
Patient01111_Plane3_1_of_3_augmented_0,1
Patient01111_Plane3_1_of_3_augmented_1,1
Patient01111_Plane3_1_of_3_augmented_2,1
Patient01111_Plane3_1_of_3_augmented_3,1
Patient01111_Plane3_1_of_3_augmented_4,1
Patient01111_Plane3_1_of_3_augmented_5,1
Patient01111_Plane3_3_of_3_augmented_0,1
Patient01111_Plane3_3_of_3_augmented_1,1
Patient01111_Plane3_3_of_3_augmented_2,1
Patient01111_Plane3_3_of_3_augmented_3,1
Patient01111_Plane3_3_of_3_augmented_4,1
Patient01111_Plane3_3_of_3_augmented_5,1
Patient01115_Plane3_2_of_4_augmented_0,1
Patient01115_Plane3_2_of_4_augmented_1,1
Patient01115_Plane3_2_of_4_augmented_2,1
Patient01115_Plane3_2_of_4_augmented_3,1
Patient01115_Plane3_2_of_4_augmented_4,1
Patient01115_Plane3_2_of_4_augmented_5,1
Patient01116_Plane3_3_of_3_augmented_0,1
Patient01116_Plane3_3_of_3_augmented_1,1
Patient01116_Plane3_3_of_3_augmented_2,1
Patient01116_Plane3_3_of_3_augmented_3,1
Patient01116_Plane3_3_of_3_augmented_4,1
Patient01116_Plane3_3_of_3_augmented_5,1
Patient01117_Plane3_2_of_6_augmented_0,1
Patient01117_Plane3_2_of_6_augmented_1,1
Patient01117_Plane3_2_of_6_augmented_2,1
Patient01117_Plane3_2_of_6_augmented_3,1
Patient01117_Plane3_2_of_6_augmented_4,1
Patient01117_Plane3_2_of_6_augmented_5,1
Patient01117_Plane3_6_of_6_augmented_0,1
Patient01117_Plane3_6_of_6_augmented_1,1
Patient01117_Plane3_6_of_6_augmented_2,1
Patient01117_Plane3_6_of_6_augmented_3,1
Patient01117_Plane3_6_of_6_augmented_4,1
Patient01117_Plane3_6_of_6_augmented_5,1
Patient01118_Plane3_2_of_6_augmented_0,1
Patient01118_Plane3_2_of_6_augmented_1,1
Patient01118_Plane3_2_of_6_augmented_2,1
Patient01118_Plane3_2_of_6_augmented_3,1
Patient01118_Plane3_2_of_6_augmented_4,1
Patient01118_Plane3_2_of_6_augmented_5,1
Patient01118_Plane3_4_of_6_augmented_0,1
Patient01118_Plane3_4_of_6_augmented_1,1
Patient01118_Plane3_4_of_6_augmented_2,1
Patient01118_Plane3_4_of_6_augmented_3,1
Patient01118_Plane3_4_of_6_augmented_4,1
Patient01118_Plane3_4_of_6_augmented_5,1
Patient01118_Plane3_5_of_6_augmented_0,1
Patient01118_Plane3_5_of_6_augmented_1,1
Patient01118_Plane3_5_of_6_augmented_2,1
Patient01118_Plane3_5_of_6_augmented_3,1
Patient01118_Plane3_5_of_6_augmented_4,1
Patient01118_Plane3_5_of_6_augmented_5,1
Patient01120_Plane3_3_of_3_augmented_0,1
Patient01120_Plane3_3_of_3_augmented_1,1
Patient01120_Plane3_3_of_3_augmented_2,1
Patient01120_Plane3_3_of_3_augmented_3,1
Patient01120_Plane3_3_of_3_augmented_4,1
Patient01120_Plane3_3_of_3_augmented_5,1
Patient01121_Plane3_1_of_2_augmented_0,1
Patient01121_Plane3_1_of_2_augmented_1,1
Patient01121_Plane3_1_of_2_augmented_2,1
Patient01121_Plane3_1_of_2_augmented_3,1
Patient01121_Plane3_1_of_2_augmented_4,1
Patient01121_Plane3_1_of_2_augmented_5,1
Patient01121_Plane3_2_of_2_augmented_0,1
Patient01121_Plane3_2_of_2_augmented_1,1
Patient01121_Plane3_2_of_2_augmented_2,1
Patient01121_Plane3_2_of_2_augmented_3,1
Patient01121_Plane3_2_of_2_augmented_4,1
Patient01121_Plane3_2_of_2_augmented_5,1
Patient01123_Plane3_4_of_4_augmented_0,1
Patient01123_Plane3_4_of_4_augmented_1,1
Patient01123_Plane3_4_of_4_augmented_2,1
Patient01123_Plane3_4_of_4_augmented_3,1
Patient01123_Plane3_4_of_4_augmented_4,1
Patient01123_Plane3_4_of_4_augmented_5,1
Patient01126_Plane3_2_of_5_augmented_0,1
Patient01126_Plane3_2_of_5_augmented_1,1
Patient01126_Plane3_2_of_5_augmented_2,1
Patient01126_Plane3_2_of_5_augmented_3,1
Patient01126_Plane3_2_of_5_augmented_4,1
Patient01126_Plane3_2_of_5_augmented_5,1
Patient01126_Plane3_4_of_5_augmented_0,1
Patient01126_Plane3_4_of_5_augmented_1,1
Patient01126_Plane3_4_of_5_augmented_2,1
Patient01126_Plane3_4_of_5_augmented_3,1
Patient01126_Plane3_4_of_5_augmented_4,1
Patient01126_Plane3_4_of_5_augmented_5,1
Patient01127_Plane3_3_of_3_augmented_0,1
Patient01127_Plane3_3_of_3_augmented_1,1
Patient01127_Plane3_3_of_3_augmented_2,1
Patient01127_Plane3_3_of_3_augmented_3,1
Patient01127_Plane3_3_of_3_augmented_4,1
Patient01127_Plane3_3_of_3_augmented_5,1
Patient01130_Plane3_1_of_2_augmented_0,1
Patient01130_Plane3_1_of_2_augmented_1,1
Patient01130_Plane3_1_of_2_augmented_2,1
Patient01130_Plane3_1_of_2_augmented_3,1
Patient01130_Plane3_1_of_2_augmented_4,1
Patient01130_Plane3_1_of_2_augmented_5,1
Patient01132_Plane3_2_of_3_augmented_0,1
Patient01132_Plane3_2_of_3_augmented_1,1
Patient01132_Plane3_2_of_3_augmented_2,1
Patient01132_Plane3_2_of_3_augmented_3,1
Patient01132_Plane3_2_of_3_augmented_4,1
Patient01132_Plane3_2_of_3_augmented_5,1
Patient01134_Plane3_3_of_3_augmented_0,1
Patient01134_Plane3_3_of_3_augmented_1,1
Patient01134_Plane3_3_of_3_augmented_2,1
Patient01134_Plane3_3_of_3_augmented_3,1
Patient01134_Plane3_3_of_3_augmented_4,1
Patient01134_Plane3_3_of_3_augmented_5,1
Patient01135_Plane3_2_of_3_augmented_0,1
Patient01135_Plane3_2_of_3_augmented_1,1
Patient01135_Plane3_2_of_3_augmented_2,1
Patient01135_Plane3_2_of_3_augmented_3,1
Patient01135_Plane3_2_of_3_augmented_4,1
Patient01135_Plane3_2_of_3_augmented_5,1
Patient01137_Plane3_7_of_8_augmented_0,1
Patient01137_Plane3_7_of_8_augmented_1,1
Patient01137_Plane3_7_of_8_augmented_2,1
Patient01137_Plane3_7_of_8_augmented_3,1
Patient01137_Plane3_7_of_8_augmented_4,1
Patient01137_Plane3_7_of_8_augmented_5,1
Patient01139_Plane3_2_of_6_augmented_0,1
Patient01139_Plane3_2_of_6_augmented_1,1
Patient01139_Plane3_2_of_6_augmented_2,1
Patient01139_Plane3_2_of_6_augmented_3,1
Patient01139_Plane3_2_of_6_augmented_4,1
Patient01139_Plane3_2_of_6_augmented_5,1
Patient01139_Plane3_4_of_6_augmented_0,1
Patient01139_Plane3_4_of_6_augmented_1,1
Patient01139_Plane3_4_of_6_augmented_2,1
Patient01139_Plane3_4_of_6_augmented_3,1
Patient01139_Plane3_4_of_6_augmented_4,1
Patient01139_Plane3_4_of_6_augmented_5,1
Patient01150_Plane3_1_of_3_augmented_0,1
Patient01150_Plane3_1_of_3_augmented_1,1
Patient01150_Plane3_1_of_3_augmented_2,1
Patient01150_Plane3_1_of_3_augmented_3,1
Patient01150_Plane3_1_of_3_augmented_4,1
Patient01150_Plane3_1_of_3_augmented_5,1
Patient01150_Plane3_2_of_3_augmented_0,1
Patient01150_Plane3_2_of_3_augmented_1,1
Patient01150_Plane3_2_of_3_augmented_2,1
Patient01150_Plane3_2_of_3_augmented_3,1
Patient01150_Plane3_2_of_3_augmented_4,1
Patient01150_Plane3_2_of_3_augmented_5,1
Patient01151_Plane3_13_of_13_augmented_0,1
Patient01151_Plane3_13_of_13_augmented_1,1
Patient01151_Plane3_13_of_13_augmented_2,1
Patient01151_Plane3_13_of_13_augmented_3,1
Patient01151_Plane3_13_of_13_augmented_4,1
Patient01151_Plane3_13_of_13_augmented_5,1
Patient01151_Plane3_7_of_13_augmented_0,1
Patient01151_Plane3_7_of_13_augmented_1,1
Patient01151_Plane3_7_of_13_augmented_2,1
Patient01151_Plane3_7_of_13_augmented_3,1
Patient01151_Plane3_7_of_13_augmented_4,1
Patient01151_Plane3_7_of_13_augmented_5,1
Patient01152_Plane3_1_of_3_augmented_0,1
Patient01152_Plane3_1_of_3_augmented_1,1
Patient01152_Plane3_1_of_3_augmented_2,1
Patient01152_Plane3_1_of_3_augmented_3,1
Patient01152_Plane3_1_of_3_augmented_4,1
Patient01152_Plane3_1_of_3_augmented_5,1
Patient01152_Plane3_2_of_3_augmented_0,1
Patient01152_Plane3_2_of_3_augmented_1,1
Patient01152_Plane3_2_of_3_augmented_2,1
Patient01152_Plane3_2_of_3_augmented_3,1
Patient01152_Plane3_2_of_3_augmented_4,1
Patient01152_Plane3_2_of_3_augmented_5,1
Patient01156_Plane3_1_of_5_augmented_0,1
Patient01156_Plane3_1_of_5_augmented_1,1
Patient01156_Plane3_1_of_5_augmented_2,1
Patient01156_Plane3_1_of_5_augmented_3,1
Patient01156_Plane3_1_of_5_augmented_4,1
Patient01156_Plane3_1_of_5_augmented_5,1
Patient01156_Plane3_5_of_5_augmented_0,1
Patient01156_Plane3_5_of_5_augmented_1,1
Patient01156_Plane3_5_of_5_augmented_2,1
Patient01156_Plane3_5_of_5_augmented_3,1
Patient01156_Plane3_5_of_5_augmented_4,1
Patient01156_Plane3_5_of_5_augmented_5,1
Patient01162_Plane3_2_of_3_augmented_0,1
Patient01162_Plane3_2_of_3_augmented_1,1
